,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
427,0500000US34023,"Middlesex County, New Jersey",4.8,88217.0,110681.0
428,0500000US34025,"Monmouth County, New Jersey",4.2,99642.0,134685.0
429,0500000US34027,"Morris County, New Jersey",4.3,112288.0,158144.0
430,0500000US34029,"Ocean County, New Jersey",4.6,68551.0,94143.0
431,0500000US34031,"Passaic County, New Jersey",3.7,75259.0,98797.0
432,0500000US34033,"Salem County, New Jersey",6.4,65733.0,81113.0
433,0500000US34035,"Somerset County, New Jersey",4.7,121378.0,154334.0
434,0500000US34037,"Sussex County, New Jersey",4.5,92818.0,116821.0
435,0500000US34039,"Union County, New Jersey",4.4,82186.0,118906.0
436,0500000US34041,"Warren County, New Jersey",5.3,77452.0,98174.0
437,0500000US35001,"Bernalillo County, New Mexico",5.6,51208.0,73158.0
438,0500000US35005,"Chaves County, New Mexico",4.0,43941.0,57336.0
439,0500000US35013,"Doña Ana County, New Mexico",6.2,35262.0,57752.0
440,0500000US35025,"Lea County, New Mexico",6.2,50871.0,65330.0
441,0500000US35031,"McKinley County, New Mexico",13.8,34080.0,48580.0
442,0500000US35035,"Otero County, New Mexico",5.2,42591.0,53601.0
443,0500000US35043,"Sandoval County, New Mexico",8.0,54338.0,70136.0
444,0500000US35045,"San Juan County, New Mexico",7.4,44841.0,59736.0
445,0500000US35049,"Santa Fe County, New Mexico",4.2,60193.0,87083.0
446,0500000US35061,"Valencia County, New Mexico",6.1,46493.0,59940.0
447,0500000US36001,"Albany County, New York",5.0,64435.0,87509.0
448,0500000US36005,"Bronx County, New York",10.1,38467.0,57617.0
449,0500000US36007,"Broome County, New York",6.3,51125.0,68268.0
450,0500000US36009,"Cattaraugus County, New York",5.9,48179.0,60778.0
451,0500000US36011,"Cayuga County, New York",3.8,52376.0,72026.0
452,0500000US36013,"Chautauqua County, New York",5.0,45479.0,60922.0
453,0500000US36015,"Chemung County, New York",4.4,53005.0,72849.0
454,0500000US36019,"Clinton County, New York",3.8,56704.0,70808.0
455,0500000US36027,"Dutchess County, New York",4.9,80227.0,101825.0
456,0500000US36029,"Erie County, New York",3.9,56369.0,76265.0
457,0500000US36045,"Jefferson County, New York",5.0,53146.0,64940.0
458,0500000US36047,"Kings County, New York",4.9,61220.0,92542.0
459,0500000US36051,"Livingston County, New York",3.0,61609.0,73481.0
460,0500000US36053,"Madison County, New York",4.1,59678.0,74332.0
461,0500000US36055,"Monroe County, New York",5.1,60222.0,78573.0
462,0500000US36059,"Nassau County, New York",3.2,116304.0,149295.0
463,0500000US36061,"New York County, New York",4.9,85066.0,156633.0
464,0500000US36063,"Niagara County, New York",4.6,55306.0,74744.0
465,0500000US36065,"Oneida County, New York",4.0,54593.0,70456.0
466,0500000US36067,"Onondaga County, New York",5.6,59883.0,81410.0
467,0500000US36069,"Ontario County, New York",3.3,62522.0,86163.0
468,0500000US36071,"Orange County, New York",3.9,75825.0,99408.0
469,0500000US36075,"Oswego County, New York",7.0,54264.0,72834.0
470,0500000US36079,"Putnam County, New York",4.9,102525.0,127060.0
471,0500000US36081,"Queens County, New York",5.2,69320.0,89633.0
472,0500000US36083,"Rensselaer County, New York",5.0,71648.0,84541.0
473,0500000US36085,"Richmond County, New York",4.1,82166.0,101953.0
474,0500000US36087,"Rockland County, New York",5.3,89812.0,118960.0
475,0500000US36089,"St. Lawrence County, New York",4.3,49681.0,65780.0
