,GEO_ID,NAME,afr_amer,amer_ind,asian,latino,white
376,0500000US28075,"Lauderdale County, Mississippi",0,0,0,76039,0
377,0500000US28081,"Lee County, Mississippi",0,811,0,83282,511
378,0500000US28089,"Madison County, Mississippi",0,2725,0,102219,2126
379,0500000US28121,"Rankin County, Mississippi",0,1518,0,146308,1551
380,0500000US29019,"Boone County, Missouri",0,9021,431,170818,3012
381,0500000US29021,"Buchanan County, Missouri",0,1054,0,83279,1986
382,0500000US29031,"Cape Girardeau County, Missouri",0,1365,0,77059,0
383,0500000US29037,"Cass County, Missouri",0,802,0,98465,1276
384,0500000US29043,"Christian County, Missouri",0,0,0,81956,351
385,0500000US29047,"Clay County, Missouri",0,6193,348,222998,5396
386,0500000US29051,"Cole County, Missouri",0,1107,0,74396,312
387,0500000US29071,"Franklin County, Missouri",0,625,0,101078,693
388,0500000US29077,"Greene County, Missouri",0,5704,320,278268,5758
389,0500000US29095,"Jackson County, Missouri",0,12585,1109,629884,27536
390,0500000US29097,"Jasper County, Missouri",0,1634,0,109589,2453
391,0500000US29099,"Jefferson County, Missouri",0,1882,0,219965,1018
392,0500000US29165,"Platte County, Missouri",0,2838,0,92418,1390
393,0500000US29183,"St. Charles County, Missouri",0,9844,1131,378371,1921
394,0500000US29187,"St. Francois County, Missouri",0,0,0,66179,0
395,0500000US29189,"St. Louis County, Missouri",0,39819,2032,970405,9869
396,0500000US29510,"St. Louis city, Missouri",0,10264,383,298857,3555
397,0500000US30013,"Cascade County, Montana",162,738,0,78270,325
398,0500000US30029,"Flathead County, Montana",0,340,0,95512,983
399,0500000US30031,"Gallatin County, Montana",0,1460,0,100904,0
400,0500000US30049,"Lewis and Clark County, Montana",0,572,0,65146,422
401,0500000US30063,"Missoula County, Montana",0,1855,0,112477,784
402,0500000US30111,"Yellowstone County, Montana",0,959,0,149770,1176
403,0500000US31055,"Douglas County, Nebraska",0,19640,933,485942,12347
404,0500000US31109,"Lancaster County, Nebraska",0,12252,965,288439,5763
405,0500000US31153,"Sarpy County, Nebraska",0,4776,633,162967,2215
406,0500000US32003,"Clark County, Nevada",911,211925,12830,1489384,245346
407,0500000US32031,"Washoe County, Nevada",0,25562,880,344066,35980
408,0500000US33005,"Cheshire County, New Hampshire",0,1122,0,74377,468
409,0500000US33009,"Grafton County, New Hampshire",0,3505,0,86802,365
410,0500000US33011,"Hillsborough County, New Hampshire",0,14874,478,381338,6350
411,0500000US33013,"Merrimack County, New Hampshire",0,2563,0,145564,406
412,0500000US33015,"Rockingham County, New Hampshire",0,5846,1232,294967,2234
413,0500000US33017,"Strafford County, New Hampshire",0,4107,192,124456,753
414,0500000US34001,"Atlantic County, New Jersey",0,22599,1043,220090,24250
415,0500000US34003,"Bergen County, New Jersey",0,153276,57666,756988,26274
416,0500000US34005,"Burlington County, New Jersey",0,23697,1866,413989,12706
417,0500000US34007,"Camden County, New Jersey",0,29696,2578,426558,46417
418,0500000US34009,"Cape May County, New Jersey",0,806,0,87238,731
419,0500000US34011,"Cumberland County, New Jersey",0,2258,122,107355,12754
420,0500000US34013,"Essex County, New Jersey",0,42298,3507,616192,63517
421,0500000US34015,"Gloucester County, New Jersey",0,8955,793,274723,9983
422,0500000US34017,"Hudson County, New Jersey",0,102554,4734,385265,107372
423,0500000US34019,"Hunterdon County, New Jersey",0,4757,341,116728,2072
424,0500000US34021,"Mercer County, New Jersey",0,40864,2387,307623,5224
